type_a,type_b,impact_a,impact_b,flow_after,joint_impact,synergy
SNpp39,aPhM2b,56,18,10573,74,0
SNpp39,ORN_VC1,56,18,10573,74,0
SNpp39,ORN_VM7d,56,18,10573,74,0
SNpp39,LgAG2,56,18,10573,74,0
SNpp39,DNx01,56,18,10573,74,0
JO-A2,SNxx25,36,38,10573,74,0
JO-EV6,ENS3,62,12,10573,74,0
JO-EV6,ORN_VM4,62,12,10573,74,0
JO-EV6,ENS1,62,12,10573,74,0
JO-EV6,PhG13,62,12,10573,74,0
JO-EV6,ORN_DC2,62,12,10573,74,0
JO-EV6,SNpp37,62,12,10573,74,0
JO-EV6,ORN_VC4,62,12,10573,74,0
JO-EV6,b2 MN,62,12,10573,74,0
JO-EV2,SApp14,42,32,10573,74,0
JO-EV2,SNpp07,42,32,10573,74,0
SNxx20,SNpp23,44,30,10573,74,0
SNxx20,JO-CL,44,30,10573,74,0
SNxx20,SNpp41,44,30,10573,74,0
LgAG1,SNpp23,44,30,10573,74,0
LgAG1,JO-CL,44,30,10573,74,0
LgAG1,SNpp41,44,30,10573,74,0
LgLG1b,ORN_DP1m,39,35,10573,74,0
LgLG1b,"SApp11,SApp18",39,35,10573,74,0
GNG643,SAxx01,27,47,10573,74,0
GNG643,SNxx29,27,47,10573,74,0
GNG643,SNta11,27,47,10573,74,0
GNG643,SNpp51,27,47,10573,74,0
SNch01,TRN_VP3a,56,18,10573,74,0
SNch01,TRN_VP2,56,18,10573,74,0
SNch01,aPhM2b,56,18,10573,74,0
SNch01,ORN_VC1,56,18,10573,74,0
SNch01,ORN_VM7d,56,18,10573,74,0
SNch01,LgAG2,56,18,10573,74,0
SNch01,DNx01,56,18,10573,74,0
HRN_VP4,"SNta02,SNta09",31,43,10573,74,0
JO-ED2_b,R8y,64,10,10573,74,0
JO-ED2_b,HRN_VP1l,64,10,10573,74,0
JO-ED2_b,PhG6,64,10,10573,74,0
JO-ED2_b,LN-DN1,64,10,10573,74,0
JO-ED2_b,ORN_DM4,64,10,10573,74,0
JO-ED2_b,ORN_DM6,64,10,10573,74,0
JO-ED2_b,ORN_VA3,64,10,10573,74,0
WG3,SNpp43,33,41,10573,74,0
aPhM1,SNta25,22,52,10573,74,0
ORN_VL2a,SNxx15,34,40,10573,74,0
SNxx15,ORN_DA1,40,34,10573,74,0
SNxx15,BM_Vib,40,34,10573,74,0
SNxx15,PhG1c,40,34,10573,74,0
aPhM2a,SNta14,46,28,10573,74,0
aPhM2a,ENS2,46,28,10573,74,0
aPhM2a,ORN_DP1l,46,28,10573,74,0
aPhM2a,ORN_VA6,46,28,10573,74,0
aPhM2a,ENS4,46,28,10573,74,0
aPhM2a,SNta26,46,28,10573,74,0
SAxx02,WG4,51,23,10573,74,0
SAxx02,ORN_D,51,23,10573,74,0
BM_Vt_PoOc,SNta25,22,52,10573,74,0
R8y,SNpp45,10,64,10573,74,0
LgLG3,LgLG8,65,9,10573,74,0
LgLG3,LB4a,65,9,10573,74,0
LgLG3,PhG3,65,9,10573,74,0
LgLG3,SApp21,65,9,10573,74,0
LgLG3,LgAG6,65,9,10573,74,0
LgLG3,tpn MN,65,9,10573,74,0
LgLG3,JO-B4_a,65,9,10573,74,0
JO-A3,SNta30,21,53,10573,74,0
SNpp23,SNpp60,30,44,10573,74,0
WG1,SNpp50,15,59,10573,74,0
SNta14,JO-mz,28,46,10573,74,0
SNta14,SNta03,28,46,10573,74,0
SNta14,SNta28,28,46,10573,74,0
TRN_VP3a,SApp04,18,56,10573,74,0
LB3d,SAxx01,27,47,10573,74,0
LB3d,SNxx29,27,47,10573,74,0
LB3d,SNta11,27,47,10573,74,0
LB3d,SNpp51,27,47,10573,74,0
SNxx02,SAxx01,27,47,10573,74,0
SNxx02,SNxx29,27,47,10573,74,0
SNxx02,SNta11,27,47,10573,74,0
SNxx02,SNpp51,27,47,10573,74,0
LB3c,"SNta11,SNta14",25,49,10573,74,0
ORN_VM6v,SNta30,21,53,10573,74,0
ENS2,JO-mz,28,46,10573,74,0
ENS2,SNta03,28,46,10573,74,0
ENS2,SNta28,28,46,10573,74,0
ORN_DP1l,JO-mz,28,46,10573,74,0
ORN_DP1l,SNta03,28,46,10573,74,0
ORN_DP1l,SNta28,28,46,10573,74,0
SNpp16,SNxx25,36,38,10573,74,0
TRN_VP1m,SApp19,24,50,10573,74,0
TRN_VP1m,SNxx04,24,50,10573,74,0
TRN_VP1m,SNta04,24,50,10573,74,0
PhG9,SNta25,22,52,10573,74,0
BM_Hau,SAxx01,27,47,10573,74,0
BM_Hau,SNxx29,27,47,10573,74,0
BM_Hau,SNta11,27,47,10573,74,0
BM_Hau,SNpp51,27,47,10573,74,0
JO-mz,ORN_VA6,46,28,10573,74,0
JO-mz,ENS4,46,28,10573,74,0
JO-mz,SNta26,46,28,10573,74,0
SNpp60,JO-CL,44,30,10573,74,0
SNpp60,SNpp41,44,30,10573,74,0
SApp19,SNpp02,50,24,10573,74,0
ORN_DP1m,JO-ED2_c,35,39,10573,74,0
ORN_DP1m,SNpp47,35,39,10573,74,0
ORN_DP1m,SNpp33,35,39,10573,74,0
JO-B4_b,SAxx01,27,47,10573,74,0
JO-B4_b,SNxx29,27,47,10573,74,0
JO-B4_b,SNta11,27,47,10573,74,0
JO-B4_b,SNpp51,27,47,10573,74,0
SNta03,ORN_VA6,46,28,10573,74,0
SNta03,ENS4,46,28,10573,74,0
SNta03,SNta26,46,28,10573,74,0
SNxx04,SNpp02,50,24,10573,74,0
WG4,SNxx03,23,51,10573,74,0
"SNta11,SNta14",SNxx26,49,25,10573,74,0
"SNta11,SNta14",ORN_VA2,49,25,10573,74,0
SAxx01,SApp23,47,27,10573,74,0
SAxx01,ORN_VL2p,47,27,10573,74,0
SAxx01,SNta33,47,27,10573,74,0
SNxx03,ORN_D,51,23,10573,74,0
JO-ED2_c,"SApp11,SApp18",39,35,10573,74,0
HRN_VP1d,"SNta02,SNta09",31,43,10573,74,0
SNxx29,SApp23,47,27,10573,74,0
SNxx29,ORN_VL2p,47,27,10573,74,0
SNxx29,SNta33,47,27,10573,74,0
ORN_DC1,SNta25,22,52,10573,74,0
SApp23,SNta11,27,47,10573,74,0
SApp23,SNpp51,27,47,10573,74,0
SNpp47,"SApp11,SApp18",39,35,10573,74,0
TRN_VP2,SApp04,18,56,10573,74,0
aPhM2b,SApp04,18,56,10573,74,0
LgAG9,SNpp50,15,59,10573,74,0
ORN_VL2p,SNta11,27,47,10573,74,0
ORN_VL2p,SNpp51,27,47,10573,74,0
SNpp43,SNta31,41,33,10573,74,0
JO-ED1,"SNta02,SNta09",31,43,10573,74,0
SNxx25,SNxx14,38,36,10573,74,0
SNxx25,SNch10,38,36,10573,74,0
SNxx25,SNta18,38,36,10573,74,0
SNpp50,ORN_VA1d,59,15,10573,74,0
SNpp50,SNpp57,59,15,10573,74,0
SNpp50,LB1b,59,15,10573,74,0
SNpp50,SNpp12,59,15,10573,74,0
SNpp50,PhG8,59,15,10573,74,0
"SApp11,SApp18",SNpp33,35,39,10573,74,0
SNxx17,SNta30,21,53,10573,74,0
SNta04,SNpp02,50,24,10573,74,0
ORN_VA6,SNta28,28,46,10573,74,0
SNpp62,SNta25,22,52,10573,74,0
HRN_VP1l,SNpp45,10,64,10573,74,0
ORN_DL2v,SNta30,21,53,10573,74,0
SNpp45,PhG6,64,10,10573,74,0
SNpp45,LN-DN1,64,10,10573,74,0
SNpp45,ORN_DM4,64,10,10573,74,0
SNpp45,ORN_DM6,64,10,10573,74,0
SNpp45,ORN_VA3,64,10,10573,74,0
ORN_VC1,SApp04,18,56,10573,74,0
ORN_VM7d,SApp04,18,56,10573,74,0
SApp04,LgAG2,56,18,10573,74,0
SApp04,DNx01,56,18,10573,74,0
ENS4,SNta28,28,46,10573,74,0
SApp14,SNpp32,32,42,10573,74,0
SNpp58,SNta25,22,52,10573,74,0
SNpp51,SNta33,47,27,10573,74,0
SNpp07,SNpp32,32,42,10573,74,0
"SNta02,SNta09",SApp13,43,31,10573,74,0
SNta25,SNxx19,52,22,10573,74,0
SNta25,SNxx21,52,22,10573,74,0
SNta25,JO-B3,52,22,10573,74,0
SNxx07,LgLG1a,32,41,10574,73,0
SNxx07,SNpp43,32,41,10574,73,0
SNxx08,SNta30,20,53,10574,73,0
TPMN1,WG3,40,33,10574,73,0
TPMN1,SNta31,40,33,10574,73,0
DNx02,ORN_DA3,68,5,10574,73,0
aPhM5,SNxx20,29,44,10574,73,0
aPhM5,LgAG1,29,44,10574,73,0
aPhM5,SNpp60,29,44,10574,73,0
SNxx23,WG4,50,23,10574,73,0
SNxx23,ORN_D,50,23,10574,73,0
JO-EV5,aPhM4,54,19,10574,73,0
JO-EV5,LB3a,54,19,10574,73,0
JO-EV5,SNpp35,54,19,10574,73,0
JO-EV5,LgAG5,54,19,10574,73,0
JO-EV5,LgAG7,54,19,10574,73,0
JO-EV5,ORN_DL2d,54,19,10574,73,0
JO-EV5,JO-B1_a,54,19,10574,73,0
JO-EV5,SNta13,54,19,10574,73,0
JO-ED2_a,LB3b,56,17,10574,73,0
JO-ED2_a,ORN_VA1v,56,17,10574,73,0
JO-ED2_a,JO-A1,56,17,10574,73,0
JO-ED2_a,SNpp05,56,17,10574,73,0
JO-ED2_a,SNxx28,56,17,10574,73,0
JO-ED2_a,ORN_VM5v,56,17,10574,73,0
JO-ED2_a,SNpp31,56,17,10574,73,0
JO-ED2_a,SNpp17,56,17,10574,73,0
JO-ED2_a,SNpp01,56,17,10574,73,0
TPMN2,SAxx01,26,47,10574,73,0
TPMN2,SNxx29,26,47,10574,73,0
TPMN2,SNta11,26,47,10574,73,0
TPMN2,SNpp51,26,47,10574,73,0
R7y,JO-EV6,11,62,10574,73,0
R7p,JO-EV6,11,62,10574,73,0
JO-FV,TRN_VP3a,55,18,10574,73,0
JO-FV,TRN_VP2,55,18,10574,73,0
JO-FV,aPhM2b,55,18,10574,73,0
JO-FV,ORN_VC1,55,18,10574,73,0
JO-FV,ORN_VM7d,55,18,10574,73,0
JO-FV,LgAG2,55,18,10574,73,0
JO-FV,DNx01,55,18,10574,73,0
LgLG1a,aPhM3,41,32,10574,73,0
LgLG1a,SApp14,41,32,10574,73,0
LgLG1a,SNpp07,41,32,10574,73,0
aPhM3,SNpp43,32,41,10574,73,0
SNpp39,LB3b,56,17,10574,73,0
SNpp39,ORN_VA1v,56,17,10574,73,0
SNpp39,JO-A1,56,17,10574,73,0
SNpp39,SNpp05,56,17,10574,73,0
SNpp39,SNxx28,56,17,10574,73,0
SNpp39,ORN_VM5v,56,17,10574,73,0
SNpp39,SNpp31,56,17,10574,73,0
SNpp39,SNpp17,56,17,10574,73,0
SNpp39,SNpp01,56,17,10574,73,0
JO-A2,claw_tpGRN,36,37,10574,73,0
JO-EV6,R8p,62,11,10574,73,0
JO-EV6,SNxx09,62,11,10574,73,0
JO-EV6,LgLG2,62,11,10574,73,0
JO-EV6,R8_unclear,62,11,10574,73,0
JO-EV6,LB1a,62,11,10574,73,0
JO-EV6,SNpp21,62,11,10574,73,0
JO-EV6,ORN_VM7v,62,11,10574,73,0
JO-EV6,ORN_DL1,62,11,10574,73,0
JO-EV2,HRN_VP4,42,31,10574,73,0
JO-EV2,HRN_VP1d,42,31,10574,73,0
JO-EV2,JO-ED1,42,31,10574,73,0
JO-EV2,SApp13,42,31,10574,73,0
SNxx20,SNxx11,44,29,10574,73,0
SNxx20,ORN_DC4,44,29,10574,73,0
SNxx20,LB1c,44,29,10574,73,0
SNxx20,"SNpp29,SNpp63",44,29,10574,73,0
SNxx20,"SNta04,SNta11",44,29,10574,73,0
LgAG1,SNxx11,44,29,10574,73,0
LgAG1,ORN_DC4,44,29,10574,73,0
LgAG1,"SNpp29,SNpp63",44,29,10574,73,0
LgAG1,"SNta04,SNta11",44,29,10574,73,0
LgLG1b,ORN_VL2a,39,34,10574,73,0
LgLG1b,ORN_DA1,39,34,10574,73,0
LgLG1b,BM_Vib,39,34,10574,73,0
LgLG1b,PhG1c,39,34,10574,73,0
GNG643,aPhM2a,27,46,10574,73,0
GNG643,JO-mz,27,46,10574,73,0
GNG643,SNta03,27,46,10574,73,0
GNG643,SNta28,27,46,10574,73,0
SNch01,LB3b,56,17,10574,73,0
SNch01,ORN_VA1v,56,17,10574,73,0
SNch01,JO-A1,56,17,10574,73,0
SNch01,SNpp05,56,17,10574,73,0
SNch01,SNxx28,56,17,10574,73,0
SNch01,ORN_VM5v,56,17,10574,73,0
SNch01,SNpp31,56,17,10574,73,0
SNch01,SNpp17,56,17,10574,73,0
SNch01,SNpp01,56,17,10574,73,0
HRN_VP4,SNpp32,31,42,10574,73,0
JO-ED2_b,LgLG8,64,9,10574,73,0
JO-ED2_b,LB4a,64,9,10574,73,0
JO-ED2_b,PhG3,64,9,10574,73,0
JO-ED2_b,SApp21,64,9,10574,73,0
JO-ED2_b,LgAG6,64,9,10574,73,0
JO-ED2_b,tpn MN,64,9,10574,73,0
JO-ED2_b,JO-B4_a,64,9,10574,73,0
WG3,SNxx15,33,40,10574,73,0
aPhM1,SAxx02,22,51,10574,73,0
aPhM1,SNxx03,22,51,10574,73,0
ORN_VL2a,JO-ED2_c,34,39,10574,73,0
ORN_VL2a,SNpp47,34,39,10574,73,0
ORN_VL2a,SNpp33,34,39,10574,73,0
LB3b,SApp04,17,56,10574,73,0
SNxx15,SNta31,40,33,10574,73,0
aPhM2a,LB3d,46,27,10574,73,0
aPhM2a,SNxx02,46,27,10574,73,0
aPhM2a,BM_Hau,46,27,10574,73,0
aPhM2a,JO-B4_b,46,27,10574,73,0
aPhM2a,SApp23,46,27,10574,73,0
aPhM2a,ORN_VL2p,46,27,10574,73,0
aPhM2a,SNta33,46,27,10574,73,0
SAxx02,BM_Vt_PoOc,51,22,10574,73,0
SAxx02,PhG9,51,22,10574,73,0
SAxx02,ORN_DC1,51,22,10574,73,0
SAxx02,SNpp62,51,22,10574,73,0
SAxx02,SNpp58,51,22,10574,73,0
SAxx02,SNxx19,51,22,10574,73,0
SAxx02,SNxx21,51,22,10574,73,0
SAxx02,JO-B3,51,22,10574,73,0
BM_Vt_PoOc,SNxx03,22,51,10574,73,0
GNG644,SNta30,20,53,10574,73,0
LgLG5,LgLG3,8,65,10574,73,0
LgLG3,HBeyelet,65,8,10574,73,0
LgLG3,PhG1a,65,8,10574,73,0
JO-A3,SNta25,21,52,10574,73,0
ORN_DA1,JO-ED2_c,34,39,10574,73,0
ORN_DA1,SNpp47,34,39,10574,73,0
ORN_DA1,SNpp33,34,39,10574,73,0
SNpp23,"SNta02,SNta09",30,43,10574,73,0
claw_tpGRN,SNpp16,37,36,10574,73,0
claw_tpGRN,SNxx14,37,36,10574,73,0
claw_tpGRN,SNch10,37,36,10574,73,0
claw_tpGRN,SNta18,37,36,10574,73,0
LB3d,JO-mz,27,46,10574,73,0
LB3d,SNta03,27,46,10574,73,0
LB3d,SNta28,27,46,10574,73,0
SNxx02,JO-mz,27,46,10574,73,0
SNxx02,SNta03,27,46,10574,73,0
SNxx02,SNta28,27,46,10574,73,0
LgLG8,SNpp45,9,64,10574,73,0
ORN_VM6v,SNta25,21,52,10574,73,0
TRN_VP1m,"SNta11,SNta14",24,49,10574,73,0
PhG9,SNxx03,22,51,10574,73,0
BM_Hau,JO-mz,27,46,10574,73,0
BM_Hau,SNta03,27,46,10574,73,0
BM_Hau,SNta28,27,46,10574,73,0
JO-mz,JO-B4_b,46,27,10574,73,0
JO-mz,SApp23,46,27,10574,73,0
JO-mz,ORN_VL2p,46,27,10574,73,0
JO-mz,SNta33,46,27,10574,73,0
SNpp60,SNxx11,44,29,10574,73,0
SNpp60,ORN_DC4,44,29,10574,73,0
SNpp60,LB1c,44,29,10574,73,0
SNpp60,"SNpp29,SNpp63",44,29,10574,73,0
SNpp60,"SNta04,SNta11",44,29,10574,73,0
SApp19,WG4,50,23,10574,73,0
SApp19,ORN_D,50,23,10574,73,0
ORN_DP1m,SNxx25,35,38,10574,73,0
JO-B4_b,SNta03,27,46,10574,73,0
JO-B4_b,SNta28,27,46,10574,73,0
SNta03,SApp23,46,27,10574,73,0
SNta03,ORN_VL2p,46,27,10574,73,0
SNta03,SNta33,46,27,10574,73,0
SNxx04,WG4,50,23,10574,73,0
SNxx04,ORN_D,50,23,10574,73,0
"SNta11,SNta14",SNpp02,49,24,10574,73,0
ORN_DM1,SAxx01,26,47,10574,73,0
ORN_DM1,SNxx29,26,47,10574,73,0
ORN_DM1,SNta11,26,47,10574,73,0
ORN_DM1,SNpp51,26,47,10574,73,0
SAxx01,SNpp10,47,26,10574,73,0
SAxx01,SApp01,47,26,10574,73,0
SNxx03,ORN_DC1,51,22,10574,73,0
SNxx03,SNpp62,51,22,10574,73,0
SNxx03,SNpp58,51,22,10574,73,0
SNxx03,SNxx19,51,22,10574,73,0
SNxx03,JO-B3,51,22,10574,73,0
JO-ED2_c,BM_Vib,39,34,10574,73,0
JO-ED2_c,PhG1c,39,34,10574,73,0
BM_Vib,SNpp47,34,39,10574,73,0
BM_Vib,SNpp33,34,39,10574,73,0
HRN_VP1d,SNpp32,31,42,10574,73,0
SNxx29,SNpp10,47,26,10574,73,0
SNxx29,SApp01,47,26,10574,73,0
SApp23,SNta28,27,46,10574,73,0
GNG654,SNpp50,14,59,10574,73,0
SNpp47,PhG1c,39,34,10574,73,0
JO-CL,"SNta02,SNta09",30,43,10574,73,0
ORN_VL2p,SNta28,27,46,10574,73,0
ORN_DL5,SNta30,20,53,10574,73,0
SNpp43,SApp14,41,32,10574,73,0
SNpp43,SNpp07,41,32,10574,73,0
PhG1c,SNpp33,34,39,10574,73,0
SNpp41,"SNta02,SNta09",30,43,10574,73,0
JO-ED1,SNpp32,31,42,10574,73,0
SNxx25,"SApp11,SApp18",38,35,10574,73,0
SNpp50,HRN_VP5,59,14,10574,73,0
SNpp50,LB4b,59,14,10574,73,0
SNpp50,SNxx24,59,14,10574,73,0
SNpp50,ORN_VC5,59,14,10574,73,0
SNpp50,PhG4,59,14,10574,73,0
SNpp50,SNpp06,59,14,10574,73,0
SNpp50,BM_MaPa,59,14,10574,73,0
SNpp50,PhG14,59,14,10574,73,0
SNpp50,SNpp56,59,14,10574,73,0
SNpp50,JO-B2,59,14,10574,73,0
SNpp50,JO-B1_c,59,14,10574,73,0
WG2,SNta30,20,53,10574,73,0
LgAG3,SNta30,20,53,10574,73,0
SNxx17,SNta25,21,52,10574,73,0
SNta04,ORN_D,50,23,10574,73,0
ORN_VA1v,SApp04,17,56,10574,73,0
JO-A1,SApp04,17,56,10574,73,0
SNpp10,SNta11,26,47,10574,73,0
SNpp10,SNpp51,26,47,10574,73,0
PhG1b,SNta30,20,53,10574,73,0
SApp01,SNta11,26,47,10574,73,0
SApp01,SNpp51,26,47,10574,73,0
ORN_DL2v,SNta25,21,52,10574,73,0
BM_vOcci_vPoOr,SNta30,20,53,10574,73,0
SNpp45,LB4a,64,9,10574,73,0
SNpp45,PhG3,64,9,10574,73,0
SNpp45,SApp21,64,9,10574,73,0
SNpp45,LgAG6,64,9,10574,73,0
SNpp45,tpn MN,64,9,10574,73,0
SNpp45,JO-B4_a,64,9,10574,73,0
LB1e,SNta30,20,53,10574,73,0
SApp04,SNpp05,56,17,10574,73,0
SApp04,SNxx28,56,17,10574,73,0
SApp04,ORN_VM5v,56,17,10574,73,0
SApp04,SNpp31,56,17,10574,73,0
SApp04,SNpp17,56,17,10574,73,0
SApp04,SNpp01,56,17,10574,73,0
SNxx30,SNta30,20,53,10574,73,0
SNpp32,SApp13,42,31,10574,73,0
SNta33,SNta28,27,46,10574,73,0
SNxx07,TPMN1,32,40,10575,72,0
SNxx07,SNxx15,32,40,10575,72,0
SNxx08,SNta25,20,52,10575,72,0
TPMN1,aPhM3,40,32,10575,72,0
TPMN1,SApp14,40,32,10575,72,0
TPMN1,SNpp07,40,32,10575,72,0
aPhM5,"SNta02,SNta09",29,43,10575,72,0
SNxx23,aPhM1,50,22,10575,72,0
SNxx23,BM_Vt_PoOc,50,22,10575,72,0
SNxx23,PhG9,50,22,10575,72,0
SNxx23,ORN_DC1,50,22,10575,72,0
SNxx23,SNpp62,50,22,10575,72,0
SNxx23,SNpp58,50,22,10575,72,0
SNxx23,SNxx19,50,22,10575,72,0
SNxx23,SNxx21,50,22,10575,72,0
SNxx23,JO-B3,50,22,10575,72,0
JO-EV5,TRN_VP3a,54,18,10575,72,0
JO-EV5,TRN_VP2,54,18,10575,72,0
JO-EV5,aPhM2b,54,18,10575,72,0
JO-EV5,ORN_VC1,54,18,10575,72,0
JO-EV5,ORN_VM7d,54,18,10575,72,0
JO-EV5,LgAG2,54,18,10575,72,0
JO-EV5,DNx01,54,18,10575,72,0
JO-ED2_a,GNG642,56,16,10575,72,0
JO-ED2_a,ORN_V,56,16,10575,72,0
JO-ED2_a,PhG10,56,16,10575,72,0
JO-ED2_a,ORN_VL1,56,16,10575,72,0
JO-ED2_a,LgLG4,56,16,10575,72,0
JO-ED2_a,ORN_VM5d,56,16,10575,72,0
JO-ED2_a,SNpp11,56,16,10575,72,0
JO-ED2_a,ALBN1,56,16,10575,72,0
JO-ED2_a,ENS5,56,16,10575,72,0
JO-ED2_a,dorsal_tpGRN,56,16,10575,72,0
JO-ED2_a,JO-CA2,56,16,10575,72,0
TPMN2,aPhM2a,26,46,10575,72,0
TPMN2,JO-mz,26,46,10575,72,0
TPMN2,SNta03,26,46,10575,72,0
TPMN2,SNta28,26,46,10575,72,0
JO-FV,LB3b,55,17,10575,72,0
JO-FV,ORN_VA1v,55,17,10575,72,0
JO-FV,JO-A1,55,17,10575,72,0
JO-FV,SNpp05,55,17,10575,72,0
JO-FV,SNxx28,55,17,10575,72,0
JO-FV,ORN_VM5v,55,17,10575,72,0
JO-FV,SNpp31,55,17,10575,72,0
JO-FV,SNpp17,55,17,10575,72,0
JO-FV,SNpp01,55,17,10575,72,0
R7d,SNpp50,13,59,10575,72,0
LgLG6,SNpp50,13,59,10575,72,0
LgLG1a,HRN_VP4,41,31,10575,72,0
LgLG1a,HRN_VP1d,41,31,10575,72,0
LgLG1a,JO-ED1,41,31,10575,72,0
LgLG1a,SApp13,41,31,10575,72,0
aPhM3,SNxx15,32,40,10575,72,0
SNpp39,GNG642,56,16,10575,72,0
SNpp39,ORN_V,56,16,10575,72,0
SNpp39,PhG10,56,16,10575,72,0
SNpp39,ORN_VL1,56,16,10575,72,0
SNpp39,LgLG4,56,16,10575,72,0
SNpp39,ORN_VM5d,56,16,10575,72,0
SNpp39,SNpp11,56,16,10575,72,0
SNpp39,ALBN1,56,16,10575,72,0
SNpp39,ENS5,56,16,10575,72,0
SNpp39,dorsal_tpGRN,56,16,10575,72,0
SNpp39,JO-CA2,56,16,10575,72,0
JO-A2,SNpp16,36,36,10575,72,0
JO-A2,SNxx14,36,36,10575,72,0
JO-A2,SNch10,36,36,10575,72,0
JO-A2,SNta18,36,36,10575,72,0
JO-EV6,R8y,62,10,10575,72,0
JO-EV6,HRN_VP1l,62,10,10575,72,0
JO-EV6,PhG6,62,10,10575,72,0
JO-EV6,LN-DN1,62,10,10575,72,0
JO-EV6,ORN_DM4,62,10,10575,72,0
JO-EV6,ORN_DM6,62,10,10575,72,0
JO-EV6,ORN_VA3,62,10,10575,72,0
aPhM4,SNta30,19,53,10575,72,0
JO-EV2,SNpp23,42,30,10575,72,0
JO-EV2,JO-CL,42,30,10575,72,0
JO-EV2,SNpp41,42,30,10575,72,0
SNxx20,SNta14,44,28,10575,72,0
SNxx20,ENS2,44,28,10575,72,0
SNxx20,ORN_DP1l,44,28,10575,72,0
SNxx20,ORN_VA6,44,28,10575,72,0
SNxx20,ENS4,44,28,10575,72,0
SNxx20,SNta26,44,28,10575,72,0
LgAG1,SNta14,44,28,10575,72,0
LgAG1,ENS2,44,28,10575,72,0
LgAG1,ORN_DP1l,44,28,10575,72,0
LgAG1,ORN_VA6,44,28,10575,72,0
LgAG1,ENS4,44,28,10575,72,0
LgLG1b,WG3,39,33,10575,72,0
LgLG1b,SNta31,39,33,10575,72,0
SNch01,GNG642,56,16,10575,72,0
SNch01,ORN_V,56,16,10575,72,0
SNch01,PhG10,56,16,10575,72,0
SNch01,ORN_VL1,56,16,10575,72,0
SNch01,LgLG4,56,16,10575,72,0
SNch01,ORN_VM5d,56,16,10575,72,0
SNch01,SNpp11,56,16,10575,72,0
SNch01,ALBN1,56,16,10575,72,0
SNch01,ENS5,56,16,10575,72,0
SNch01,dorsal_tpGRN,56,16,10575,72,0
SNch01,JO-CA2,56,16,10575,72,0
HRN_VP4,SNpp43,31,41,10575,72,0
JO-ED2_b,LgLG5,64,8,10575,72,0
JO-ED2_b,HBeyelet,64,8,10575,72,0
JO-ED2_b,PhG1a,64,8,10575,72,0
WG3,JO-ED2_c,33,39,10575,72,0
WG3,SNpp47,33,39,10575,72,0
WG3,SNpp33,33,39,10575,72,0
aPhM1,SApp19,22,50,10575,72,0
aPhM1,SNxx04,22,50,10575,72,0
aPhM1,SNta04,22,50,10575,72,0
ORN_VL2a,SNxx25,34,38,10575,72,0
SNxx15,SApp14,40,32,10575,72,0
SNxx15,SNpp07,40,32,10575,72,0
aPhM2a,ORN_DM1,46,26,10575,72,0
aPhM2a,SNpp10,46,26,10575,72,0
aPhM2a,SApp01,46,26,10575,72,0
SAxx02,JO-A3,51,21,10575,72,0
SAxx02,ORN_VM6v,51,21,10575,72,0
SAxx02,SNxx17,51,21,10575,72,0
SAxx02,ORN_DL2v,51,21,10575,72,0
BM_Vt_PoOc,SApp19,22,50,10575,72,0
BM_Vt_PoOc,SNxx04,22,50,10575,72,0
BM_Vt_PoOc,SNta04,22,50,10575,72,0
GNG644,SNta25,20,52,10575,72,0
LgLG5,SNpp45,8,64,10575,72,0
LgLG3,LgLG7,65,7,10575,72,0
LgLG3,DNg83,65,7,10575,72,0
LgLG3,ORN_DL3,65,7,10575,72,0
LgLG3,ORN_DM3,65,7,10575,72,0
JO-A3,SNxx03,21,51,10575,72,0
ORN_DA1,SNxx25,34,38,10575,72,0
SNpp23,SNpp32,30,42,10575,72,0
SNta14,SNpp60,28,44,10575,72,0
claw_tpGRN,ORN_DP1m,37,35,10575,72,0
claw_tpGRN,"SApp11,SApp18",37,35,10575,72,0
LB3c,SAxx01,25,47,10575,72,0
LB3c,SNxx29,25,47,10575,72,0
LB3c,SNta11,25,47,10575,72,0
LB3c,SNpp51,25,47,10575,72,0
ORN_VM6v,SNxx03,21,51,10575,72,0
ENS2,SNpp60,28,44,10575,72,0
ORN_DP1l,SNpp60,28,44,10575,72,0
LB3a,SNta30,19,53,10575,72,0
SNpp16,SNxx14,36,36,10575,72,0
SNpp16,SNch10,36,36,10575,72,0
SNpp16,SNta18,36,36,10575,72,0
PhG9,SApp19,22,50,10575,72,0
PhG9,SNxx04,22,50,10575,72,0
PhG9,SNta04,22,50,10575,72,0
JO-mz,ORN_DM1,46,26,10575,72,0
JO-mz,SNpp10,46,26,10575,72,0
JO-mz,SApp01,46,26,10575,72,0
SNpp60,ORN_VA6,44,28,10575,72,0
SNpp60,ENS4,44,28,10575,72,0
SNpp60,SNta26,44,28,10575,72,0
SApp19,ORN_DC1,50,22,10575,72,0
SApp19,SNpp62,50,22,10575,72,0
SApp19,SNpp58,50,22,10575,72,0
SApp19,SNxx19,50,22,10575,72,0
SApp19,SNxx21,50,22,10575,72,0
SApp19,JO-B3,50,22,10575,72,0
SNta03,ORN_DM1,46,26,10575,72,0
SNta03,SNpp10,46,26,10575,72,0
SNta03,SApp01,46,26,10575,72,0
SNxx04,ORN_DC1,50,22,10575,72,0
SNxx04,SNpp62,50,22,10575,72,0
SNxx04,SNpp58,50,22,10575,72,0
SNxx04,SNxx19,50,22,10575,72,0
SNxx04,JO-B3,50,22,10575,72,0
